"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.732761625E0,9.598190460E0,4.243675232E-1,1.689835968E0
3.742798625E0,9.596394196E0,4.816983032E-1,1.667981415E0
3.752835625E0,9.583071899E0,5.631289673E-1,1.638941803E0
3.762872625E0,9.566456451E0,6.253994751E-1,1.611399078E0
3.772909625E0,9.564211121E0,6.878196716E-1,1.567839661E0
3.782946625E0,9.561666412E0,7.349716187E-1,1.543440399E0
3.792983625E0,9.579329681E0,7.420069885E-1,1.529519348E0
3.803020625E0,9.597442017E0,7.391629028E-1,1.498982849E0
3.813057625E0,9.623338165E0,7.286846924E-1,1.494641876E0
3.823094625E0,9.627828827E0,7.063810730E-1,1.479822693E0
3.833131625E0,9.591304779E0,6.984475708E-1,1.479972382E0
3.843168125E0,9.574240265E0,6.984475708E-1,1.522783356E0
3.853205125E0,9.594897308E0,7.029382324E-1,1.566342773E0
3.863242125E0,9.655521240E0,6.899153137E-1,1.567390594E0
3.873279125E0,9.712253265E0,6.801855469E-1,1.585951996E0
3.883316125E0,9.724527740E0,6.833290100E-1,1.612297211E0
3.893353125E0,9.683363342E0,6.701564026E-1,1.605411530E0
3.903390125E0,9.606722717E0,6.647676086E-1,1.598675537E0
3.913427125E0,9.556127930E0,6.725514221E-1,1.572180634E0
3.923464125E0,9.532926178E0,6.765930176E-1,1.575024719E0
3.933501125E0,9.518705750E0,6.542893982E-1,1.616338806E0
3.943538125E0,9.540560303E0,6.382727051E-1,1.674567719E0
3.953575125E0,9.587562561E0,5.923182678E-1,1.731000366E0
3.963612125E0,9.624236298E0,5.351371765E-1,1.856289825E0
3.973649125E0,9.602381744E0,5.050497437E-1,2.050136719E0
3.983686125E0,9.518106995E0,4.983137512E-1,2.274669800E0
3.993723125E0,9.434431000E0,5.354365540E-1,2.439926147E0
4.003760125E0,9.340875549E0,5.779481506E-1,2.494861908E0
4.013797125E0,9.282496948E0,5.351371765E-1,2.444267120E0
4.023834125E0,9.262588348E0,4.257147217E-1,2.362537079E0
4.033871125E0,9.323661346E0,2.368075562E-1,2.300266571E0
4.043908125E0,9.420210571E0,5.598358154E-2,2.164798279E0
4.053946125E0,9.536518707E0,-5.673202515E-2,1.996997223E0
4.063983125E0,9.563762054E0,-1.155596924E-1,1.853745117E0
4.074020125E0,9.529932404E0,-1.460961914E-1,1.880689087E0
4.084057125E0,9.464668121E0,-1.489402771E-1,2.035317535E0
4.094094125E0,9.437125397E0,-1.803749084E-1,2.295476532E0
4.104131125E0,9.537716217E0,-3.384461975E-1,2.523302765E0
4.114168125E0,9.713450775E0,-6.119274902E-1,2.618355103E0
4.124205125E0,9.842781830E0,-8.779243469E-1,2.630928955E0
4.134242125E0,9.924062805E0,-1.122515717E0,2.493065643E0
4.144279125E0,9.946366425E0,-1.272354126E0,2.141895905E0
4.154316125E0,9.941127319E0,-1.180594940E0,1.620380402E0
4.164353125E0,9.942923584E0,-8.972341919E-1,1.056203613E0
4.174390125E0,9.879305878E0,-5.251080322E-1,6.056405640E-1
4.184427125E0,9.808503113E0,-1.100212097E-1,3.848497009E-1
4.194464125E0,9.797875214E0,2.899470520E-1,4.079017639E-1
4.204501125E0,9.811197510E0,6.161187744E-1,6.718029785E-1
4.214538125E0,9.900711365E0,8.210426331E-1,1.034498749E0
4.224575125E0,9.938133545E0,9.125024414E-1,1.444047089E0
4.234612125E0,9.838740234E0,8.879534912E-1,1.803898773E0
4.244649125E0,9.673184509E0,7.677534485E-1,1.980531464E0
4.254686125E0,9.498946838E0,5.328918457E-1,1.958078156E0
4.264723125E0,9.318122864E0,1.395098877E-1,1.771266632E0
4.274760125E0,9.076824646E0,-2.662962341E-1,1.554367676E0
4.284797125E0,8.818162537E0,-5.727090454E-1,1.414408722E0
4.294834125E0,8.687035217E0,-7.982899475E-1,1.350192261E0
4.304871125E0,8.654852142E0,-9.912387085E-1,1.341959381E0
4.314908125E0,8.683742065E0,-1.115929413E0,1.344354401E0
4.324945125E0,8.718320160E0,-1.141226807E0,1.289418640E0
4.334982125E0,8.745563507E0,-1.073717194E0,1.144969025E0
4.345019125E0,8.808432770E0,-9.342073059E-1,9.547146606E-1
4.355056125E0,8.910520477E0,-7.782316589E-1,7.626640320E-1
4.365093125E0,9.068292389E0,-5.858816528E-1,5.957611084E-1
4.375130125E0,9.249565430E0,-3.595523071E-1,5.427713013E-1
4.385167125E0,9.462572479E0,-1.194515991E-1,5.782475281E-1
4.395204125E0,9.693392487E0,5.239105225E-2,7.318281555E-1
4.405241125E0,9.928703156E0,1.907034302E-1,9.904902649E-1
4.415278125E0,1.007884094E1,3.056643677E-1,1.331780548E0
4.425316125E0,1.012823822E1,3.766168213E-1,1.676064606E0
4.435353125E0,1.006162674E1,3.540138245E-1,1.926793213E0
4.445390125E0,9.901010742E0,2.061213684E-1,2.058219910E0
4.455427125E0,9.771380310E0,-3.981719971E-2,2.016606445E0
4.465464125E0,9.722581787E0,-2.535726929E-1,1.812730408E0
4.475501125E0,9.696835327E0,-3.694317627E-1,1.601819000E0
4.485538125E0,9.714498596E0,-4.468208313E-1,1.399739227E0
4.495575125E0,9.699978790E0,-5.333409119E-1,1.245559845E0
4.505612125E0,9.766889648E0,-5.929170227E-1,1.220561829E0
4.515649125E0,9.934990082E0,-6.439608765E-1,1.232686615E0
4.525686125E0,1.015233810E1,-6.978488159E-1,1.286574554E0
4.535723125E0,1.038675064E1,-7.852670288E-1,1.459465027E0
4.545760125E0,1.065334625E1,-9.297166443E-1,1.570384369E0
4.555797125E0,1.089479416E1,-1.063987427E0,1.640139313E0
4.565834125E0,1.121812180E1,-1.105451202E0,1.708547058E0
4.575871125E0,1.160626465E1,-1.056053925E0,1.866318970E0
4.585908125E0,1.202075272E1,-8.791218567E-1,2.164199524E0
4.595945125E0,1.241697876E1,-7.219487000E-1,2.605332184E0
4.605982125E0,1.274150391E1,-8.720864868E-1,3.093916168E0
4.616019125E0,1.281589920E1,-1.392853546E0,3.546874237E0
4.626056125E0,1.247475861E1,-2.038011932E0,3.693419495E0
4.636093125E0,1.198901871E1,-2.458188171E0,3.431015167E0
4.646130125E0,1.151645142E1,-2.616558838E0,2.890638885E0
4.656167125E0,1.106543930E1,-2.865940247E0,2.212099915E0
4.666204125E0,1.057505905E1,-3.058889008E0,1.729054413E0
4.676241125E0,9.963880005E0,-2.920726318E0,1.596280518E0
4.686278125E0,9.224417725E0,-2.389630737E0,1.708397369E0
4.696315125E0,8.361162872E0,-1.667981415E0,2.019749908E0
4.706352125E0,7.679181061E0,-1.059796143E0,2.358944550E0
4.716389125E0,7.198979645E0,-4.797523499E-1,2.577490082E0
4.726426125E0,6.807693329E0,3.147953796E-1,2.783910828E0
4.736463125E0,6.489006042E0,1.177750854E0,3.088826752E0
4.746500125E0,6.342161407E0,1.969005432E0,3.420087891E0
4.756537125E0,6.423442383E0,2.675236816E0,3.708388367E0
4.766574125E0,6.779701538E0,3.203188934E0,4.019591217E0
4.776611125E0,7.466772766E0,3.457659760E0,4.177063751E0
4.786648125E0,8.317753143E0,3.409160614E0,4.143383789E0
4.796685125E0,9.142088928E0,2.991229706E0,4.075574799E0
4.806722125E0,9.912387085E0,2.145039368E0,4.057462463E0
4.816760125E0,1.078252762E1,9.845027161E-1,4.218377838E0
4.826797125E0,1.139280853E1,-2.517764282E-1,4.525239716E0
4.836834375E0,1.144534927E1,-1.240620117E0,4.652475128E0
4.846871375E0,1.111393845E1,-1.918410645E0,4.609664154E0
4.856908375E0,1.069810318E1,-2.314337311E0,4.414320374E0
4.866945375E0,1.032058823E1,-2.401156769E0,3.926035767E0
4.876982375E0,9.748178558E0,-2.105371857E0,3.253634033E0
4.887019375E0,8.972790985E0,-1.538350983E0,2.478545837E0
4.897056375E0,8.176297302E0,-8.698411560E-1,1.681752777E0
4.907093375E0,7.551945648E0,-2.841091919E-1,1.037791901E0
4.917130375E0,7.166347504E0,2.032772827E-1,5.499563599E-1
4.927167375E0,7.014114075E0,7.185058594E-1,1.957928467E-1
4.937204375E0,7.098688202E0,1.116079102E0,6.960525513E-2
4.947241375E0,7.342680817E0,1.434616699E0,2.067201233E-1
4.957278375E0,7.619155884E0,1.740281067E0,6.213578796E-1
4.967315375E0,7.934250641E0,1.977837067E0,1.100361786E0
4.977352375E0,8.273744659E0,2.142943726E0,1.338666229E0
4.987389375E0,8.627010040E0,2.102827148E0,1.444645844E0
4.997426375E0,8.871751099E0,1.813778229E0,1.548230438E0
5.007463375E0,8.986562347E0,1.376986542E0,1.777104492E0
5.017500375E0,9.029223633E0,9.460327148E-1,2.145338745E0
5.027537375E0,9.073830872E0,5.724096680E-1,2.452050934E0
5.037574375E0,9.146429901E0,4.358935547E-1,2.558778992E0
5.047611375E0,9.326655121E0,2.463876343E-1,2.395019531E0
5.057648375E0,9.457932129E0,6.511459351E-2,2.057770844E0
5.067685375E0,9.476343842E0,-8.696914673E-2,1.552571411E0
5.077722375E0,9.358987885E0,-2.131567383E-1,1.011446686E0
5.087759375E0,9.111253052E0,-2.730322266E-1,5.824388123E-1
5.097796375E0,8.828640747E0,-1.222956848E-1,3.104544067E-1
5.107833375E0,8.636290741E0,3.194357300E-1,3.150947571E-1
5.117870375E0,8.626411285E0,8.690927124E-1,5.629792786E-1
5.127907375E0,8.957073669E0,1.248703308E0,8.806187439E-1
5.137944375E0,9.563312988E0,1.476529541E0,1.106349335E0
5.147981375E0,1.019574783E1,1.577569427E0,1.333127747E0
5.158018375E0,1.065619034E1,1.601519623E0,1.483714600E0
5.168055375E0,1.094479019E1,1.544338531E0,1.524579620E0
5.178093375E0,1.121093674E1,1.318308563E0,1.546883240E0
5.188130375E0,1.146660507E1,9.792636108E-1,1.521286469E0
5.198167375E0,1.165656006E1,6.756948853E-1,1.406624908E0
5.208204375E0,1.165027313E1,4.800517273E-1,1.337169342E0
5.218241375E0,1.162003601E1,3.014730835E-1,1.225800934E0
5.228278375E0,1.162437698E1,3.356021118E-1,9.821076965E-1
5.238315375E0,1.139834702E1,6.484515381E-1,6.291416931E-1
5.248352375E0,1.120285355E1,9.135502625E-1,1.627116394E-1
5.258389375E0,1.103969284E1,9.801617432E-1,-3.056643677E-1
5.268426375E0,1.090048233E1,1.010548553E0,-3.339555359E-1
5.278463375E0,1.111019623E1,1.365610199E0,-2.679428101E-2
5.288500375E0,1.197060699E1,1.853595428E0,4.899311829E-1
5.298537375E0,1.303399567E1,2.416874084E0,1.813628540E0
5.308574375E0,1.356703720E1,3.031645660E0,3.806584167E0
5.318611375E0,1.343082047E1,3.506308594E0,5.950426025E0
5.328648375E0,1.277054352E1,3.611240387E0,7.880811768E0
5.338685375E0,1.163290924E1,3.129242706E0,8.716523895E0
5.348722375E0,1.018796402E1,1.824406128E0,8.403824158E0
5.358759375E0,8.702303467E0,1.285826111E-1,7.448660431E0
5.368796375E0,7.600295105E0,-1.141825562E0,5.976771240E0
5.378833375E0,6.951693878E0,-1.847009125E0,4.279450836E0
5.388870375E0,6.582711182E0,-2.066752167E0,2.642754364E0
5.398907375E0,6.432423706E0,-2.014361115E0,1.242715759E0
5.408944375E0,6.402935028E0,-1.849853210E0,5.122348022E-1
5.418981375E0,6.626719666E0,-1.655257874E0,4.616400146E-1
5.429018375E0,7.016808472E0,-1.392853546E0,7.686515808E-1
5.439055375E0,7.530540161E0,-1.046024780E0,1.216819611E0
5.449092375E0,8.101153564E0,-5.469625854E-1,1.837578735E0
5.459129375E0,8.640631714E0,1.077758789E-1,2.638563080E0
5.469166375E0,9.082662506E0,8.397537231E-1,3.451672211E0
5.479203375E0,9.417216797E0,1.395248566E0,4.141886902E0
5.489240375E0,9.596244507E0,1.623074799E0,4.579427032E0
5.499277375E0,9.583820343E0,1.589095459E0,4.669988708E0
5.509314375E0,9.585616608E0,1.369801483E0,4.323758698E0
5.519352375E0,9.506431274E0,9.512718201E-1,3.682342529E0
5.529389375E0,9.146729279E0,5.650749207E-1,2.953508148E0
5.539426375E0,8.708141327E0,2.996768188E-1,2.388283539E0
5.549463375E0,8.430468750E0,-1.059796143E-1,2.078278198E0
5.559500375E0,8.160280609E0,-6.474037170E-1,1.988315277E0
5.569537375E0,8.032147064E0,-1.234782257E0,1.970951385E0
5.579574375E0,8.160579987E0,-1.883982239E0,1.688189392E0
5.589611375E0,8.390950928E0,-2.529889069E0,1.232087860E0
5.599648375E0,8.624764709E0,-2.911744995E0,7.906558228E-1
5.609685375E0,8.634943542E0,-2.878663788E0,5.569917297E-1
5.619722375E0,8.477770386E0,-2.597099304E0,7.313790894E-1
5.629759375E0,8.302634583E0,-2.261946259E0,1.146914978E0
5.639796375E0,8.210576019E0,-1.875749359E0,1.610650635E0
5.649833375E0,8.157286835E0,-1.412462769E0,2.029479675E0
5.659870375E0,8.203390961E0,-8.556207275E-1,2.281256104E0
5.669907375E0,8.305179291E0,-3.098556519E-1,2.241438904E0
5.679944375E0,8.403524780E0,8.382568359E-2,1.964215393E0
5.689981375E0,8.533005524E0,2.887495422E-1,1.570084991E0
5.700018375E0,8.618627472E0,3.707789612E-1,1.253493347E0
5.710055375E0,8.690178680E0,2.851570129E-1,9.837542725E-1
5.720092375E0,8.734785919E0,7.948471069E-2,7.472460938E-1
5.730129375E0,8.731642456E0,-1.752854919E-1,5.060975647E-1
5.740166375E0,8.636290741E0,-4.108955383E-1,3.194357300E-1
5.750203375E0,8.541088715E0,-6.827302551E-1,2.436932373E-1
5.760240375E0,8.491092682E0,-9.180409241E-1,4.056564331E-1
5.770277375E0,8.509055328E0,-1.047072601E0,7.599696350E-1
5.780314375E0,8.704099731E0,-9.746232605E-1,1.263971558E0
5.790351375E0,9.232650604E0,-6.990463257E-1,1.729802856E0
5.800388375E0,1.000684067E1,-3.802093506E-1,2.103874969E0
5.810425375E0,1.088102280E1,-1.401086426E-1,2.381098480E0
5.820462375E0,1.168544998E1,5.254074097E-2,2.588567047E0
5.830499375E0,1.231548981E1,1.326242065E-1,2.644999695E0
5.840537167E0,1.280212784E1,1.148112488E-1,2.569855957E0
5.850574167E0,1.317215836E1,6.930587769E-2,2.376458130E0
5.860611167E0,1.345327377E1,-1.919009399E-1,2.020348663E0
5.870648167E0,1.349563568E1,-6.089337158E-1,1.533111877E0
5.880686167E0,1.326765976E1,-1.027463379E0,1.109941864E0
5.890723167E0,1.272234375E1,-1.453327789E0,8.264314270E-1
5.900760167E0,1.207014999E1,-1.849404144E0,5.468128967E-1
5.910797167E0,1.153171967E1,-2.097138977E0,9.265731812E-2
5.920834167E0,1.107891129E1,-1.947450256E0,-2.125579834E-1
5.930871167E0,1.094808334E1,-1.371897125E0,9.939331055E-2
5.940908167E0,1.113025452E1,-1.333427124E0,1.159039764E0
5.950945167E0,1.150372787E1,-1.634451141E0,3.028352509E0
5.960982167E0,1.140897491E1,-2.178120575E0,5.100194092E0
5.971019167E0,1.040501266E1,-2.536325684E0,6.617738342E0
5.981056167E0,9.125174103E0,-2.314187622E0,7.382647705E0
5.991093167E0,8.214916992E0,-1.702858887E0,7.489824829E0
6.001130167E0,7.659272461E0,-7.933502197E-1,6.910080414E0
6.011167167E0,7.293582916E0,3.679348755E-1,5.886508942E0
6.021204167E0,7.280410309E0,1.496288452E0,4.658612366E0
6.031241167E0,7.538922729E0,2.327809296E0,3.528163147E0
6.041278167E0,7.876620483E0,2.843936005E0,2.693798218E0
6.051315167E0,8.323740692E0,2.958447876E0,2.326911163E0
6.061352167E0,8.816965027E0,2.532733154E0,2.265389099E0
6.071389167E0,9.292825470E0,1.875449982E0,2.252815247E0
6.081426167E0,9.849817200E0,1.400787048E0,2.271376648E0
6.091463167E0,1.034798126E1,1.089284821E0,2.424807587E0
6.101500167E0,1.062640228E1,5.677693176E-1,2.813549194E0
6.111537167E0,1.070079758E1,-8.756790161E-2,3.148402863E0
6.121574167E0,1.038929535E1,-6.544390869E-1,3.463946686E0
6.131611167E0,9.804461517E0,-1.125659180E0,3.768862610E0
6.141648167E0,9.159752197E0,-1.505868530E0,3.906576233E0
6.151685167E0,8.593629456E0,-1.643432465E0,3.707190857E0
6.161722167E0,7.911048889E0,-1.351689148E0,3.213667145E0
6.171759167E0,7.231462097E0,-8.204438782E-1,2.530487823E0
6.181796167E0,6.806795197E0,-3.119512939E-1,1.689087524E0
6.191833167E0,6.693480835E0,1.157093811E-1,1.098864899E0
6.201870167E0,7.059020691E0,4.321513367E-1,8.737330627E-1
6.211907167E0,7.776478729E0,6.297404480E-1,8.831634521E-1
6.221944167E0,8.311166840E0,9.945318604E-1,1.020428009E0
6.231982167E0,8.512049103E0,1.493444366E0,1.231638794E0
6.242019167E0,8.601413269E0,2.059866486E0,1.404828644E0
6.252056167E0,8.658893738E0,2.540217590E0,1.548978882E0
6.262093167E0,8.580307159E0,2.764600983E0,1.767075348E0
6.272130167E0,8.505462799E0,2.756667480E0,2.012564850E0
6.282167167E0,8.517288208E0,2.641856232E0,2.173330536E0
6.292204167E0,8.556656342E0,2.534978485E0,2.283052368E0
6.302241167E0,8.697962494E0,2.402503967E0,2.318827972E0
6.312278167E0,8.842711487E0,1.982327728E0,2.221829681E0
6.322315167E0,8.883127441E0,1.352886658E0,2.028880920E0
6.332352167E0,8.760233002E0,5.789959717E-1,1.764231262E0
6.342389167E0,8.536747742E0,-2.320175171E-1,1.399739227E0
6.352426167E0,8.244705048E0,-8.364605713E-1,9.752220154E-1
6.362463167E0,7.982151031E0,-1.095272369E0,4.911286926E-1
6.372500167E0,7.860753479E0,-1.010997620E0,-1.212478638E-2
6.382537167E0,7.947722626E0,-8.033793640E-1,-4.225712585E-1
6.392574167E0,8.082592163E0,-4.221221924E-1,-6.750961304E-1
6.402611167E0,8.347690887E0,1.607656860E-1,-6.285429382E-1
6.412648167E0,8.839268646E0,5.989045715E-1,-1.926493835E-1
6.422685167E0,9.473200378E0,7.455995178E-1,5.605842590E-1
6.432722167E0,1.017763550E1,6.900650024E-1,1.372944946E0
6.442759167E0,1.079674805E1,6.536906433E-1,2.033371582E0
6.452796167E0,1.131571884E1,7.575746155E-1,2.455942841E0
6.462833167E0,1.176089310E1,9.241781616E-1,2.563868408E0
6.472870167E0,1.206835373E1,1.119222565E0,2.301314392E0
6.482907167E0,1.223121506E1,1.315464478E0,1.635948029E0
6.492944167E0,1.224094482E1,1.381926270E0,7.403604126E-1
6.502981167E0,1.221310272E1,1.262923737E0,-1.227447510E-1
6.513018167E0,1.220127731E1,1.040935364E0,-7.264393616E-1
6.523055167E0,1.203557190E1,9.711804199E-1,-1.027912445E0
6.533092167E0,1.180071030E1,1.193318481E0,-1.141675873E0
6.543129167E0,1.157991943E1,1.458267517E0,-1.158141632E0
6.553166167E0,1.153082153E1,1.322050781E0,-7.315287781E-1
6.563203167E0,1.161165344E1,1.201251984E0,3.367996216E-2
6.573240167E0,1.247909958E1,1.564845886E0,5.659730530E-1
6.583278167E0,1.399499725E1,1.875449982E0,1.560504913E0
6.593315167E0,1.458761490E1,2.446512451E0,3.842659149E0
6.603352167E0,1.375774063E1,3.197201385E0,7.074438629E0
6.613389167E0,1.181463135E1,3.662433929E0,1.012090347E1
6.623426167E0,9.805060272E0,3.373983765E0,1.134685410E1
6.633463167E0,8.207133179E0,2.323618011E0,1.013961456E1
6.643500167E0,7.037465515E0,6.020480347E-1,7.506440277E0
6.653537167E0,6.737189941E0,-8.011340332E-1,4.658462677E0
6.663574167E0,7.070247345E0,-1.341210938E0,2.342179413E0
6.673611167E0,7.704179077E0,-1.204844513E0,8.210426331E-1
6.683648167E0,8.534053345E0,-1.008752289E0,2.131567383E-1
6.693685167E0,9.255552979E0,-9.770182800E-1,3.082090759E-1
6.703722167E0,9.685608673E0,-1.067280579E0,8.384065247E-1
6.713759167E0,9.748627625E0,-1.055305481E0,1.590143280E0
6.723796167E0,9.385782166E0,-7.801776123E-1,2.351609802E0
6.733833167E0,8.794960785E0,-3.276686096E-1,3.106490021E0
6.743870167E0,8.405171356E0,2.514770508E-1,3.645219727E0
6.753907167E0,8.414601746E0,9.008267212E-1,3.912414093E0
6.763944167E0,8.603957977E0,1.503024445E0,4.030967560E0
6.773981167E0,8.824150085E0,1.893262939E0,4.046086121E0
6.784018167E0,8.903335419E0,1.986668701E0,3.946992188E0
6.794055167E0,8.670719147E0,1.714684296E0,3.490142212E0
6.804092167E0,8.073461151E0,1.187779999E0,2.728076935E0
6.814129167E0,7.341782684E0,5.394781494E-1,2.024839325E0
6.824166167E0,6.917265472E0,-3.107537842E-1,1.429976349E0
6.834203167E0,6.871460724E0,-1.306183777E0,9.035211182E-1
6.844239667E0,7.173831940E0,-2.211052094E0,5.522016907E-1
6.854276667E0,7.794740753E0,-2.747087402E0,3.917353821E-1
6.864313667E0,8.591234436E0,-2.753374329E0,4.634362793E-1
6.874350667E0,9.336983643E0,-2.265688477E0,8.628057861E-1
6.884387667E0,9.491013336E0,-1.668430481E0,1.588197327E0
6.894424667E0,9.457932129E0,-1.277892609E0,2.272574158E0
6.904461667E0,9.465266876E0,-9.864486694E-1,2.605032806E0
6.914498667E0,9.256750488E0,-5.406756592E-1,2.712209930E0
6.924536667E0,8.946894836E0,-7.978408813E-2,2.669099579E0
6.934573667E0,8.587342529E0,3.806584167E-1,2.529140625E0
6.944610667E0,8.438551941E0,6.520440674E-1,2.312990112E0
6.954647667E0,8.455766144E0,7.610174561E-1,1.963317261E0
6.964684667E0,8.526868286E0,7.219487000E-1,1.566642151E0
6.974721667E0,8.497080231E0,6.613247681E-1,1.220112762E0
6.984758667E0,8.436456299E0,5.327421570E-1,9.723779297E-1
6.994795667E0,8.168513489E0,3.032693481E-1,7.845185852E-1
7.004832667E0,7.766898651E0,-8.083190918E-3,6.554869080E-1
7.014869667E0,7.528294830E0,-4.337979126E-1,5.909710693E-1
7.024906667E0,7.587571564E0,-9.716294861E-1,5.478607178E-1
7.034943667E0,7.934250641E0,-1.379680939E0,5.201683044E-1
7.044980667E0,8.467292175E0,-1.497485962E0,5.327421570E-1
7.055017667E0,9.040300598E0,-1.378333740E0,6.231541443E-1
7.065054667E0,9.561666412E0,-1.077309723E0,8.238867188E-1
7.075091667E0,9.975555725E0,-7.173083496E-1,1.151405640E0
7.085128667E0,1.025502457E1,-3.318598938E-1,1.548080750E0
7.095165667E0,1.048464706E1,-3.293151855E-3,1.879192200E0
7.105202667E0,1.081351318E1,1.450483704E-1,2.032623138E0
7.115239667E0,1.123368942E1,8.292755127E-2,1.972148895E0
7.125276667E0,1.162692169E1,-2.082170105E-1,1.582060089E0
7.135313667E0,1.188887695E1,-5.932164001E-1,1.063837738E0
7.145350667E0,1.194216614E1,-8.665480042E-1,5.304968262E-1
7.155387667E0,1.182600769E1,-9.114546204E-1,9.280700684E-2
7.165424667E0,1.151600235E1,-1.005159760E0,-6.301895142E-2
7.175461667E0,1.101529358E1,-1.271755371E0,-7.005432129E-2
7.185498667E0,1.049243088E1,-1.527872772E0,-1.496887207E-3
7.195535667E0,1.008482849E1,-1.664688263E0,1.330732727E-1
7.205572667E0,9.710157623E0,-1.840123444E0,2.806663513E-1
7.215609667E0,9.271569672E0,-2.121687927E0,3.986210632E-1
7.225646667E0,8.793314209E0,-2.368674316E0,1.701960754E-1
7.235683667E0,8.571026459E0,-2.237097931E0,-3.885919189E-1
7.245720667E0,8.836574249E0,-1.415456543E0,-3.829037476E-1
7.255757667E0,9.893675995E0,-4.700225830E-1,-2.507286072E-1
7.265794667E0,1.205503143E1,-5.164260864E-2,1.175655212E0
7.275832667E0,1.407582916E1,-5.834866333E-1,4.133654022E0
7.285869667E0,1.497201553E1,-1.402283936E0,7.044949951E0
7.295906667E0,1.482636841E1,-1.651964722E0,9.129515076E0
7.305943667E0,1.393317581E1,-9.181906128E-1,1.081366287E1
7.315980667E0,1.296498917E1,3.626957703E-1,1.236608459E1
7.326017667E0,1.180071030E1,1.278790741E0,1.326272003E1
7.336054667E0,1.063463516E1,1.901196442E0,1.271485931E1
7.346091667E0,9.696985016E0,2.394720154E0,1.000923569E1
7.356128667E0,9.018446045E0,2.648292847E0,6.189478912E0
7.366165667E0,8.273445282E0,2.487078094E0,3.184777222E0
7.376202667E0,7.413782959E0,2.158810730E0,1.433419189E0
7.386239667E0,6.969955902E0,2.016456757E0,5.046006775E-1
7.396276667E0,6.924001465E0,2.067350922E0,5.194198608E-2
7.406313667E0,6.858138428E0,2.040257263E0,5.643264771E-2
7.416350667E0,6.530320129E0,1.733694763E0,4.975653076E-1
7.426387667E0,6.176905060E0,1.484762421E0,1.035396881E0
7.436424667E0,6.076314240E0,1.430874481E0,1.848356323E0
7.446461667E0,6.239924011E0,1.411115570E0,2.837349701E0
7.456498667E0,6.636599121E0,1.277742920E0,3.783232727E0
7.466535667E0,7.207062836E0,1.133892059E0,4.565805359E0
7.476572667E0,7.920778656E0,1.119222565E0,5.050946503E0
